,text,label,WordCount
30,"I think you should join the Seagoing Cowboys Program!

You can help people and animals recover their food supply. You also have time to look around at places you've never seen before.

Like Luke, he says ""The cattle-boat trips were an unbelievable oppotunity."" Luke had the side benefit of seeing Europe, China, Acropolis in Greece, and taking a gondola ride in Venice,

Italy. Luke also toured an excavated castle in Crete and marveled at the Panama Canal on his way to China. If you were to be a Seagoing Cowboy, you could have all these benefits too.

On return trips you can have fun by playing some games, like baseball and volleyball games. They also played Table-tennis tournaments, fencing, boxing, reading, and whittling.

It can be a great adventure for you, but it can also open up the world to you just like it did for Luke. It changed Luke's life, and it can change your life too.",0,158
31,"Abolishing the Electoral College may be the best choice because the most worrying is the prospect of a tie in the elecetoral college. Also at the most basic level, the electoral college is unfair to voters.

If a tie occurs the election would be thrown to the House of Representatives, where state delegations vote on the president. Each state casts only one vote, the single representative from Wyoming, representating 500,000 voters, would have as much say as the 55 representatives from California, who represents 35 million voters. Because of many voters vote one party for president and another for Congress, The House's selection can hardly reflect the will of the people. For exapmple a tie would have occured in 1976 if a mere 5,559 voters in Ohio and 3,687 voter in Hawaii had voted the other way.

The electoral college can be unfair to voters because the winner-take-all syntem in each state, candidates fon't spend time in states the know they have no chance of winning. For example during the 2000 campaign, seventeen states didn't see the candidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't get to see a single campaign ad.

The elctoral college can have many good things but it still is not good enough for us to keep it. If the winner-tak-all systm didn't exist candidates would spend time in states even if they know they have no chance of winning, because they will not lose anything or maybe have at least a liitle chance of winning.",0,261
32,"Residents in Vauban, Germany have done the unthinkable; they have given up their cars. It's streets are completely car-free. You can still own a car, but the problem is their is only two places to park: large garages at the edge of the development and where a car-owner buys a garage with a home.

Automobiles in France were to have caused a near-record pollution in paris. Diesel fuel was blamed. In paragraph 16 it says ""Diesel fuel makes up 67% of vehicles in France, compared to 53.3% average in the rest of Western Europe.""

In Bogota, Columbia only buses and taxis were permitted for the day without cars. The goal for this capital city was to promote alternative transportation and reduce smog. In paragraph 28 it says ""Parks and sports cemters also have bloomed throughout the city; uneven, pitted sidewalks have been replaced by broad, smooth sidewalks; rush-hour restrictions have dramatically cut traffic; and new restaurants and upscale shopping districts have cropped up.""

Research has shown that citizens in the United States are buying fewer cars, driving less and getting fewer licenses each year. In paragraph 32 it says ""As of April 2013, the number of miles driven per person was nearly 9% below the peak and equal to where the country was in January 1995."" In paragraph 43 it says ""Bill Ford laid out a business plan for a world in which personal vehicle ownership is impractical or undesirable. He proposed partnering with the telecommunications industry to create cities in which pedestrian, bicycle, private cars, commercial and public transportation traffic are woven into a connected network to save time, coserve resources, lower emmisions, and improve safety.""",0,277
33,"The Facial Action Coding System enables computers to identify human emotions. Some people say that we should have facial recognition in the computers in schools so that if the student looks bored or confused, the computer will change it up a little bit for their liking. It will also be able to help teachers know when a student needs assistance or needs a more energizing lesson. Using this technology in classrooms is valuable because it will help teachers change their actions and might help the student become more engaged.

Schools all over the world would really benefit from the Facial Action Coding System. By using this, there could be a possibility of more engaged students and finally result in higher test scores. Dr. Huang says,""A classroom computer could recognize when a student is becoming confused or bored. Then it could modify the lesson, like an effective human instructor."" Not only will teachers result from this, but students will as well. Just by using the computer system, we will be able to tell how a student is feeling in that classroom or during a certain lesson. If we could see the facial expression, be able to figure out why, and change something to fix it, that would be very effective in the school setting.

Although this would be really great, many people could say that not all students have the same feelings about things so if a teacher changed his or her lesson based on one student, then some of the other students might not be as engaged or delighted. It wouldn't be right to do something based on one student rather than twenty-five. If a few students are very engaged in this lesson and they are paying attention and getting something out of it but other students are confused, if the teacher decides to make a change for the confused students, the students that were engaged in the lesson may become unengaged or bored. That would be the downfall of using this sort of technology.

A very appropriate setting for the Facial Action Coding System would be online schooling and home schooling because both of those are mainly based on the one student taking that course or class. If the camera on the computer sent a signal to the online schooler or home schooler, it would be easy to make a change in the lesson to try and get the student more engaged. Having a student pay more attention and be more engaged in a lesson could actually help raise test scores because if someone was doing something that was actually fun and they could actually retain the knowledge, it might be effective.

Using the Facial Action Coding system in classrooms is valuable and effective. It will help students become more engaged and pay more attention. It will also help raise test scores at least partially because they will be able to remember what they learned when it was something that they liked. While some might have contradictory thoughts, it is mostly a valuable piece of technology that should be used in many schools across the world.",0,517
34,"Do you thimnlk we should have a limit of usage for our cars? i think we should! my three main reasons why are because , so we dont /waste alot of fossi fuels,wont make lots of polution and so we can save money and tust me evryone loves to save money!!!!!

My first reason why we should have a limit to using our cars are because so we dont waste alot of our fossil fuerol. we go through tons and tons of fossil fuel. It's getting to the point were we might even  run out of it and wont have it anymore and wont be able to make gas and trust me we use gas for just about everything!

My second reason why we should limit the usage of our cars is so  we dont produce alot of polution. we produce tons and tons of polution every single time we drive our cars and thats very bad cause it polutes our air and it not good for us to breath it in!

My last reason why we should limit the usage of our cars is cause it will vsave us tons of money! i mean keep count everyday how much you pay for gas and at the end of the week add thewm all together and see how much you waste on gas each weeek. also what if your tiers are no good nomore just for a set of 4 its going to bcome up to like $200 dolars !And then what is you need new light or new windshield wipers. ust think how much money you put in to your car. if i were you i would just start walking or rideing a bike!

Just a few moments ao i eexplained to you my top 3 reasons why we should limit the usage of our cars because,we wont waste a tonb of fossil fuel,wont produce lots of polutio and it will save us tons of money!",0,327
35,"Student emotions can sometimes be hard to read. Students experience many different emotions everday throughout school. Some students may be happy and excited about school while others are bored and drowsy. New technology has been developed called the Facial Action Coding System. This system enables computers to indentify human emotions. This technology would be very benefiticial to read the emotional expressions of students in a classroom.

With this new tech teachers would have the ability to read there students emotional expressions when they are giving a lesson. If the students emotional responses are boredom and drowsiness. Then the teacher will know they should change what they are doing so the students become more alert and interested.""A classroom computer could recognize when a student is becoming confused or bored,"" Dr. Huang predicts. If a student is becoming lost or dosent understand the material the computer will recognize that and the teacher will be able to stop and help that student.

The use of this tech will allow teaching in the classroom to become more efficent and if a student is struggling teachers will be able to recognize that quicker. This system will not only help with teaching but can also help emotionally. If a student is sad and going through some difficult things the computer can recognize this by the students facial expressions. The teacher then can talk to the sutdent and maybe cheer them up.

This technology can also help with school safety. Recently there have been alot of school shootings and threats. If a student has a look on their face that shows anger,sadness,intent,or rage. The computer will recognize this and the teacher may be able to prevent anything bad from happening to that student or other people in general.

In conclusion the use of this technology to read the emotional expressions of students in a classroom is valuable in many different ways. It can make teaching more efficent. It can help teachers identify students who are lost or confused. It can recognize when a student is sad,mad,or angry therefore allowing the teacher the opportunity to speak with that student and see if they are ok.",0,357
36,"Can you always tell if a student is happy or sad by the way he/she looks? With the new technology invention, we can totally see if a student is happy/sad. The use of the Facial Action Coding System is valuable in a class room. it can recognize emotions, it can recognize when a student is becoming confused or bored in class and lastly, it can create emotional communication.

First, the system can recognize emotions. It is not always possible for teachers to make correct assumptions on how the students are feeling. For instance, if someone finds out about how a student is feeling, he/she will have ""Some trouble describing each facial trait that conveys, happy, worried."" With the use of the facial action code in a classroom, a teacher can precisely tell how a students is feeling. According to Dr. Huang, "" The software is the latest innovation from prof. He relied on work from psychologists like Dr. Paul Eckman to classiy the six basic emotions."" This totally means that Dr. Huang was able to co-operate with some psychologists to precisely identify the different basic emotions. Sometimes students often show some various degrees of expression (like not smiling as broadly). ""Using video imagery, the new emotion-recognition software tracks these facial movements."" In this case, we can conclude that the new technology can precisely identify a student emotion. For this reason, the use of a Facial Action Coding System should be allowed in a classroom.

Secondly, this new technology can recognize when a student is becoming confused or bored in class. Teachers can't always tell if a student is getting confused or bored in class. For instance, not all students in class like to speak up when they are getting confused or bored. With the use of Facial Action Coding System, a teacher can clearly see if a student is getting confused or bored. According to the article, ""A classroom computer could recognize when a student is becoming confused or bored."" After recognizing, ""It could modify the lesson, like an effective human instructor."" In this case, we can see that the Facial Coding System can recognize when a student is getting bored in class. For this reason, the use of Facial System is valuable because teachers can not always recognize when a student is getting bored in class.

Lastly, the Facial Coding System can create emotional communication. It is not always possible for your friends, teachers or a family member to know how you are feeling. Your friends might sometimes be able to tell due to how you look, but they can't deeply tell what's the problem with you. According to the article ""Most humans communication is nonverbal, including emotional communication. Computers need to understand that too."" It also says in the article that the system can even indicate ""The diference between a genuine smile and a forced one."" These systems can also comuunicate by describing the type of smile you have on your face. For instance, in a false smile, ""The mouth is stretched sideways using zygomatic major and different muscle."" According to the Facial Feedback Theory of Emotion, ""Moving your facila muscles not only expresses, emotions, but also may even help produce them."" In this case, we can conclude that these systems are valuable and beneficial in classrooms. For this reason, the use of a Facial Coding System is valuable in a classroom.

In conclusion, the use of a Facial Action Coding System is beneficial in a classroom. The system can recognize emotions, it can tell if a student is getting confused or bored in class, and lastly. the system can create emotional communication. With this invention, a teacher does not always need to ask a student about how they are feeling; he/she can precisely tell by looking into the the Facial System.",0,634
37,"The technonogy we have today allows us to create new ideas that can chage our world. Driverless cars is an idea that is a part of the modern age of technology. In the article , the aurthor elaborates on many ways drvierless cars have become a reality in our world today. The technology that allows us to create new ways to keep the raods safe helps our world become a better place.

Every year thousands of people die or get injured becasue of car crashes. Driverless cars can help put an end to the tragic deaths caused by these crashes. In the second paragraph, the author pionts out that Google's independently driven cars have driven more than half a million miles without crashing. Cameras and sensors in cars watch the road and the driver ensuring that the people in the car and the poeple in the car's surroundng are safe. If everyone has the opportunity to drive one of these cars, then crashes will be reduces significantly.

Not only does the new technology in the cars have the abilty to stop crashes, they allow the car tranmit information to the people inside the car incase there is a malfunction. In 2013, BMW announced the start of ""Traffic Jam Assistant"". Although the progrma does not make cars completely driverless, it shows that we are coming closer to creating cars with the ability to make driving safer. BMW's ""Traffic Jam Assistant"" has special touch sensors that makes sure the driver has his or her hand on the steering wheel at all times. Teh new technolgy can sterr, brake and accelerate themselves, but its primary design is to notify the driver when the raid ahead needs the skills of a human driver. Some of these warning include flashing lights or windshield display that can notify the driver if the situation needs human skills.

Although, a completley driverless car is still in the furture, new technolgies have shown that a driverless car is safe enough to invest in. With its features keeping people focused, crashes caused by texting, sleeping, or even drunk driving will decrease. Also the amount of people speeding will drop resulting in less tickets and overall safer rods that everyoen can drive on without the fear of getting in a car crash.",0,381
38,"The Driverless Car of the Future

Driverless cars are the cars of the future. The driverless car itself isn't actually driverless. In fact it is on autopilot for 90% of the time except for when the car needs to go somewhere that only a human can navigate through. The driverless car is more safe than a car that needs a human to drive it, they are more gas sufficient, and they abide by the law.

Driverless cars are not fully driverless, but that will change in the near future as technology advances. The car can accelerate, turn, and brake while observing its surroundings so it does not get into a crash. There is a car coming out in 2016 that can be on autopilot that can travel up to 25 mph without assisstance.

The driverless car is more safe. Google has made a driverless car that has traveled 500,000 miles and the only crash that it had gotten into was because of a human crashed into the car. The cars are very safe and could be inserted into taxis in the near future.

The cars that google forsees is a driverless car that uses half of the gas that the taxis of today use. As gas becomes more rare, it will be more useful if the cars that use gas are more gas sufficient so the gas prices can still stay lower.

In conclusion, the cars are more gas sufficient, and they are more safe than the modern cars of today. The driverless cars will take over the car business in the near future and they will be in the modern house and the taxi systems.",0,276
39,"The challege of exploring Venus is not a great idea. Studying Venus is a worthy because it's closes to our planet to earth in terms of density and size. While Venus is simple see from the distant but safe vantage poin of earth, it has proved a very challenging place to examine more closely.

Venus is not a great planet to explore. The atmospheric pressure is 90 times greater than what we experience on our own planet. The solar power would be plentiful and radiation would not exceed Earth levels.""Venus has the hottest surface temperature of any planet in our solar system, even though Mercury is closer to our sun"". This shows that Venus is not a safe planet to explore.

The scientists are been send to study Venus. The conditions on surface Venus allow scientists to float above the roiling Venusian landscape. The temperature would still be toasty at around 170 degrees Fahrenheit,but the air pressure would be close to that of the sea level on Earth.""However, peering at Venus from a ship orbiting or hovering safely far above the planet can provide only limited insight on ground conditions because most forms of light cannot penetrate the dense atmosphere,rendering atandard forms of photography and videography ineffective.",0,207
40,"Come on has nobody been on a boat before well if you like sailing you need to be a sea cowboy,sea cowboys are people who carey horses all around the world from the U.S. to China .All around the world its simple the pay is good all you need to do is help feed horses ,and not be a stick in the mud people need to be are sea cowboys. Anybody can be one who wants to its a great job for a somebody who does there are many of them so are even sailing the atlantic,to get there goods and horses safley to the drop off zone.

d being a sea cowboy because you get to play games all the time. Many sea cowboys get to feed the horses and play games to past time and to change there demenor. Even when being a sea cowboy there is stilll hard work to be done around on the boat. Lots of the sea cowboys always do the hard work first so they can play baseball or any other game for that matter. If you were good at sailing in the past on boats I think this will be a great oprotunity for you and anybody else you know who might want to join the cause .I can see a hole boat full of people playing games with you on it its a great cause it will just flat out make you smile. The best part of being a sea cowboy is the open water. Even thouge its a risky job its fun and I can gurante that you and your freinds and family will like it as well it's a good paying job thats fun and you get to travel the world whats even better than that.......NOTHING!!!! of corse would like to be apart of it just please just come on over and sign up,and i bet it will be the best desion of your life. But there is one down fall...Don't get sea sick as long as you follow these simple rules you should be just fine. So you should consiter if you don't you have no clue what you are missing out on.",0,365
41,"Changing our ways on how we use cars for the better? Is it just so happen that people are using there car less than usual? In many places like Germany, Paris, Bogota are changing the ways to use cars. To reduce every little problem cars are causing. Traffic jams, smogs, and reducing greenhouse gas emissions, people are getting smart about using there cars everyday. Maybe people are tired of using all cars of the time.

When people buy car, it gives them alot of freedom knowing they area able to go where ever they're heart desires. Lately people aren't feeling the whole waiting in traffic if theres an accident or just to much cars. Bus rides, trains, taxi are helping reduce this. People can go somewhere without waiting that long just for a little price. In Germany there are new laws where they put a prices to put cars and there is only certain places you can put there cars at. 70% of families in Germany have do not own cars and 57% sold there cars because of this new law? You would think thats people would complain about having cars and having no place to put them. But many people are actually happy that they put this new type of law. Many people preferred to have this happen.

Smogs? what are smogs? smogs are grey clouds that hurt is in ways we dont even know. Cars emmit these deadly gases and we dont know it. Cars arent the only one who emmit they clouds of grey smoke, factories emmit this also. Which is not helping our ecosystem at all. In Paris they had an order to help reduce this problem. On mondays motorists with evennumbered liscense plates were ordered to leave their cars at home which on the following day people with odd numbered liscenes plates were doing the same thing if they did not follow this ruling they were have to suffer a thirty one dollar fine. This helped alot with the smog.

Places like Germany and Paris arent the only one who are changing the ways. In Bogota they have a car free day which only allows you to take a bicycle, taxi, buses or whatever you want but do not take a car or suffer the rath of fine. Going on for three years now people are saying they enjoy these types of days because everything is more relaxing it reduces stress and air pressure which is a really good thing. Even when it rains it doesn't stop people from participating from this. There is even a 118 mile bicycle path that shows how much people want to change the way they use cars. ""Parks and sports centers also have bloomed throughout the city: uneven, pitted sidewalks have been replaces by broad, snooth sidewalks rushhour restrictions have dramatically cut traffic and new restaurants and upscale shopping districts have cropped up."" Many sciencetists are believing that the car culture is coming to an end. Cars sales have drop alot. People are taking the bus, taxis, and even trains to avoid traffic. ""What most intrigues me is that rates of car ownership per household and per person started to come down two to three years before the downturn."" Younges ages don't even drive till the age of 21 or they don't even care till then. They can usually care poll to places like partys, mall and the beach. They don't need a seperate car for each person when they are all going to the same place. Which is feel its a good and bad things. Its good because poeple are caring more that were causing harm to our own home and that they know that they can do all they want together and still have fun. It causes harm to busineses many stores could go out of business.

It does not matter if we try to stop using cars or not we are always hurting in some other way. Traffic jams, smogs and reducing greenhouse emissions are just the begining of this all. We can do way more if we put out mind set to it.",0,688
42,"In the article ""Making Mona Lisa Smile"" the author describes how a new technoloy called the Facial Action Coding System enables computers to identify human emotions. The new software has been developed that imroves accuracy in perceiving the emotions of others. The software is the lastest innovation from the Prof. Thomas Huang of illinois, working in collaboration with Prof. Nicu Sebe of the University of Amsterdam.

Dr. Huanga and his colleague are experts at developing better ways for humans. In the fact these humans can perform this same impressive ""calcutation"" every day. LIke you can probably tell how a friend is feeling simply by the look on her/his face. The Mona Lisa can really really bring back a smile to her face.

"" A classroom computer could recognize when a student is becoming confused or bored"" Dr. Huamg predicts. ""Then it could modify the lesson, like an effective human instructor."" Those were some of Dr. huang predicts. The computer can write some simple instructions that can make Mona Lisa smile with different emotions.

While looking in the mirror:

* Raise your lips at the corners of your mouth.

* Then squint your eyes slightly, to produce wrinking at the coners of your eyes

* Holding that, raise the outer parts of your cheeks up, towards your eyes.

In the fact, these are the instructions for a face that looks happy. Its all about those muscular action units. They even indicate the difference between a genuine smile and a forced one.

My conclusion, this new technology that Dr. Huamg is pretty amazing. This system or computer is a good thing it can make people smile and it can make Mona Lisa smile. It can also make the students smile or they can know what emotionl.",0,294
43,"There is a new age coming,and with that means change. Most people dont like change but ths change is a good one. Its useing your car less and use other means of transportsion around your city or town. This leads to less smog around a major city and a safer inviorment for children.

To begin , changing  how we travel around the citys and towns of are country's is esental in this time of age. The world is changing how we think and do thing is changing. We are loseing some of are ignorence. The world we live on is running out of oil and that means no more gas powerd cars. To conserve the resorces we have we need to start takeing the bus to work or school. Or Rideing a skateboard to the shop down the street instead of wasting presious resourses that is going to dissaper in 20 to 30 years. And not useing your car is a go thing ,that means less stress on you mind a body. imagin not having to worry about a car payment and having that extra money tohave fun with you'r kids. Useing your car less also means less smog and cleanier air around. For exsample, in Pairs there was alot of smog so they put a ban on cars for two days and it cleared up the city. Now if started doing this more we would help are invierment so much.

Secound off, Not useing your car as much also creates a much safer enviorment for kids. And they can live a more helthy life. And thats what we want, we want to protect are kids a give them a child hood they can look back on. This means you can let your kid outside and not worring about a drunk driver comeing down the street and hitting your kid and killing them. We want the best futer for are grandchilderns children, and know we set them up for good. We need to start designing are towns and city's like Vauban ,Germany. It will make a better and cleaner world for us.

In conclution, we need to put down the car keys and pick up the bike , or hop on the bus. Because Time is running out. And we dont want it to be to late to change. This is the only thig we got . So lets do it right the firts time and not screw it up.",0,410
44,"My name is Luke Bomberger, and I'm here to tell you why you should join the Seagoing Cowboys program. If you love farm animals, pretty sights, fun breaks, and rides on the sparkling ocean on nice sunny days, this is definitly the job for you. Of course there are some down sides like storms, but if you take this job seriously, the view of sunup and sundown will make your day very happy!

Reason number one is the fact that you get to to take care of all the animals! The types of animals you take care of are: horses, young cows, mules, and more! You'll feed them, give them water, and clean there pens. If that doesn't sound nice to you, reason number two will definitly wake you at least kinda want to join the Seagoing Cowboys program

Reason number two was one of my favorites, the beautiful sights! On every trip, we see at the least one beautiful sight. We toured an exavated castle and it was very beautiful.

Reason number three is when we arrive on land, people unload the animals while we get to play a bunch of games! We play vollyball, baseball, table-tennis, fencing, boxing and more! If you aren't into thats stuff, you can always do something yourself like reading or whittling.

My last and final reason is the view of the beautiful ocean. On sunny days when the ocean is calm, you can go on the deck and just look at the way the sun shines on the ocean. Even at night the moon sometimes gives enought light to shine in the ocean, and it makes a very pretty reflection. If I had to describe the beauty two words they would be, very beautiful.

If being with animals, pretty sights, free time, and the sparking ocean didn't convince you to join the Seagoing Cowboys program, I don't know what else will. To those of you that do join, good luck to you and I hope you have fun.",0,335
45,"I believe we the people should be able to vote for who we want for president.  We have always been told we have a freesdom of speech, yet we cannot truely vote for who we want for president.  The votes are alol taken and used to see who is more popular with the people.  But who decided who gets tp be presdident is not us.  It is the Electoral College.  The Electoral College is a group of people in each state who decide the president for us.  I think everyone should get to vote on who they want as president, and i think it should actually count.  The Electoral College is unfair and I believe popular vote should decide who we get as the president of the nation that we have or rights to vote in.

In the words of Bob Dole ""Abolish the Electoal college.""  It is unfair, outdated, and irrational.  It is unfair because pf the winner-takes-all system there is in each state.  With this in place the canidates take no time in the states they know they have not of chance of winning in.  Instead they spend all of their time in states they may have a tight race in.  for example, during the 2000 campaign, seventeen states did not see the canidates at all. Twenty-five of the largest media markets did not even get to see a single campaign ad.  Under the Electoral College system they do not vote for the president, they vote for a slate of electors who then turn around and vote for the president they want.  Is that really fair.  That we are putting our nations future in the hands of only 538 people.

Popular votes should be what decides our president.  Therefore we actually have a say in who we want to be president.  For example, in the 2000 U.S. presidental race, Al Gore recieved more individual votes then George W. Bush nationwide,  but because of the Electoral College Bush won because he had 271 electoral votes while Gore had 266.  Also in the election in2012 Obama recieved 61.7 percent of the electoral votes comparing to only 51.3 percent of the popular votes.  Sure he still would have won but at least individual people actually had a say in who they got as their president.  Also in 2012, the popular vote was very close in Florida, but Obama won the electoral vote with 29 .  But in Wyoming the same thing happened and he only got three electoral votes.  This shows a large state gets more attention in presidential canidates than a small state does.  If presidency was decided by the individual votes then it wouold be more fair and more poeple would have a say in it.

If this country really gave us the right to vote then we would really have a say in who we want as our president.  But the Electoral College is not letting us do that.  Only two states do something a little differently, but it still does not make that much of a difference.  If we had more of a say in our presidency i believe we would be a better nation more people would actually vote cause there would be a better chance of them actually having a say in what they want for this nation.",0,553
46,"The article ""Making Mona Lisa Smile"" makes me claim that this technology should be used to read students emitonal expressions to help them with their learning. In the begiining of the article it talks about how the new software can detect emotions of others. At first it sounded weird to have your face scanned to see what your emition is. But it later makes sense later on why you should have face scanned to see your emtotion.

Later in the article it talks about how the facial reconition can help you through out your life. For example paragraph 6 sentence 4 for says ""A classroom computer could recognize when a student is becoming confused or bored,"" Dr. Huang predicts. ""Then it could moditfy the lesson ,like an effective human instructor."" So when I read that it makes more sense to do that becuse not all teachers will not know if a student will understand a question or lesson. Or some students are scared to say they dont understand a question or lesson because they might be scared to speak up. But with a facial scanner no student will not need to be scared to ask if they don't understand a question. Plus not all student's learn the same way, so if a student doesn't understand something becuase the way its being taught the Facial Action Code System can scan their face and find another way to help slove the problem.

In conclusion I find Facial Action Coding System as a postive impact for students. Its the latest tech so its not an old system. The scanner can tell if a student doesn't understand a problem. And find another problem to help them. Also knows your emoitions on how you feel about certian things or if you need help on something.",0,300
47,"I'm going to talk now about a such interesting articte called ""Making Mona Lisa Smile"".

This article talks about how a new type of technology for the computers called Facial Action Coding System is able to ""calculate"" your facial expressions and know how do you feel in that exact moment; sad, happy, surprised, angry... The author show an example about the Mona Lisa of her facial expressions, and that was de result of it:

""She's 63 percent happy, 9 percent disgusted, 6 percent fearful and 2 percent angry"". The process for this new system begins when the computer constructs a 3-D computer model of the face with all 44 major muscles. Every time those muscles moves create a new expression in your face, and depend of the movements of your muscles you will have one emotion or another that the computer will detect.

I think that is an a good idea but it doesn't convince me at all. Dr. Huang say "" A classroom computer could recognize when a student is becoming confused or bored"", and ""Then it could modify the lesson, like an effective human instructor"", my opinion for this is that when you are at the school and you are reading something that it looks interesting for you and makes you happy, you will not be smiling at the screen of the computer, you will just be enjoying yourself about what are you reading. So if my muscles are not expressing any emotion the computer will probably detect that I'm bored and it will change what I'm reading. And for this reason I think that woul be a problem in more than just one situation.

I did like this articte but I didn""t simle when I was reading it, so my conclusion is that I don't think that a computer will be able to ""calculate"" your emotions looking the muscles of your face.",0,315
48,"The Face on Mars has many conspiracies, but believing it was created by aliens is ridiculous. There is no proven fact or discovery that aliens exist. I would have to disagree with that, and just believe it is a natural landform. There has many research done and work to figure out what the Face on Mars is, and saying it was created by aliens puts that hard work to shame.

The Face on Mars is a qustionable conspiracy. However, I believe The Face on Mars is a natural landform because we have no evidence of alien lifeform. In the article it states, ""MichaelMalin and his Mars Orbiter Camera (MOC) team snapped a picture ten times sharper that the original Viking photos. Thosands of anxious web surfers waiting when the image first appeared on a JPL web site, revealing . . . a natural landform"". Based on this evidence I can state their was no sight of any aliens. I believe there are other natural reasons as to why their is an object that looks like a face on Mars. Pictures were taken as well to show proof that their isn't any alien lifeform on Mars. It also states in the article that the Face on Mars is more equivalent to a butte or a mesa which are natural landforms. Although people may have wondered if there was lifeform on Mars, technology wasn't as advanced back then. As years went on, technology became greater, and we were able to use that technolgy to see if there was signs of life.

In conclusion, I believe aliens did not create the Face on Mars. I believe this because there is not any proof or reseach to show that aliens do exist. The face on Mars is just a natural landform, and there has work done for many years to show it.",0,308
49,"Limiting car usages is becoming more popular everyday. Different places in the world are starting new days and such to limit the use of automobiles. Things such as just a day of limiting people from using their car is making a difference in the world. Limiting car usage can be an advantage becuase it is helping create new enviroments and is also changing old enviroments for the better.

The communities are being designed to help people live a different and new way. The only forms of transportation are walking and biking places. These towns however have everything built to fit this life style. In a german suburb the residents are required to not have a car in order to live in that community. If they must have a car, there is only two places to park it, a large garage at the edge of this development. In these garages a car-owner would buy a space for $40,000 along with a home. With this as a factor, 70 percent of families in this Vauban communties do not own cars and 57 percent sold a car to move to this new, happier suburb. In source 1, It is said that the plans of making cities better for walking is finally happening.

In source 3 a businessman said ""It's a good opportunity to take away stress and lower air pollution"". The use of cars stresses people out for various reasons. A day without cars is spreading, for example in colombia for the first time two other cities beside bogata joined in on the day where civilians would be fined for using a car. Smog is a big factor now-a-days aswell. Cutting back on car usage is helping many cities with smog and reducing it. In paris they restricted certian cars from driving on the road on certian days and this actaully helped the enviroment a lot aswell as helping traffic.

While cars are a big help in today's world they are not absolutley nessecary. Cars can help you be transported from one place to another but they also hurt the enviroment in various ways. Limiting car usuage is an adavantage to the world becuase not only does it help create new healthier enviroments it also is fixing the old ones and making them better for the future.",0,384
50,"]

Dear Senator [Last Name],

I am writing to express my support for the Electoral College and to argue against changing to a popular vote for the election of the President of the United States. As a concerned citizen, I have carefully considered the information provided in the texts ""What Is the Electoral College?"" by the Office of the Federal Register, ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" by Bradford Plumer, and ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" by Judge Richard A. Posner. Based on the evidence presented, I believe that the Electoral College should be maintained for the following reasons: its practicality, certainty of outcome, representation of all regions, emphasis on swing states, balance of power among states, and avoidance of run-off elections.

Firstly, the Electoral College has proven to be a practical method for electing the President of the United States. The founding fathers established it as a compromise between election by Congress and election by popular vote. The process of selecting electors, the meeting of these electors where they vote for the President and Vice President, and the counting of electoral votes by Congress ensure a fair and constitutionally sound election process. The Electoral College has been successfully used for centuries and changing it would require significant modifications to the Constitution.

Moreover, the Electoral College provides certainty of outcome in presidential elections. The winner-take-all system in most states means that the candidate who wins the majority of the electoral votes becomes the President. This system reduces the likelihood of disputes over the popular vote and ensures a clear outcome. As Judge Richard A. Posner points out, a dispute over the popular vote is more probable than a dispute over the Electoral College vote. Therefore, maintaining the Electoral College ensures a more stable and predictable election process.

In addition, the Electoral College promotes representation of all regions in the United States. It requires a presidential candidate to have trans-regional appeal, as no single region has enough electoral votes to elect a president. This prevents candidates from solely focusing on winning specific regions and encourages them to campaign across the entire country. It ensures that the interests and concerns of all regions are taken into account in the election process.

Furthermore, the Electoral College emphasizes the importance of swing states. This system incentivizes candidates to dedicate more attention and resources to states where the election outcome is uncertain. As a result, voters in these swing states are more likely to be engaged and informed about the candidates' positions and policies. Their thoughtful votes should have a significant influence in deciding the election, and the Electoral College ensures that their voices are heard.

Additionally, the Electoral College balances the power among small and large states. The system helps to restore some weight in the political balance that large states lose due to the mal-apportionment of the Senate. As Judge Posner explains, the Electoral College allows large states to receive more attention from presidential candidates compared to small states. This ensures that candidates must consider the needs and interests of diverse states, promoting a more balanced representation of the nation as a whole.

Lastly, the Electoral College prevents the need for run-off elections. In cases where no candidate receives a majority of the votes cast, the Electoral College invariably produces a clear winner, avoiding the complications and costs associated with run-off elections. This ensures that the election process remains efficient and effective.

While there are arguments in favor of changing to a popular vote, such as greater fairness to voters and increased attention to all states, the existing system of the Electoral College has proven to be functional, practical, and has multiple advantages that outweigh these potential benefits.

In conclusion, it is important to maintain the Electoral College as the method for electing the President of the United States. Its practicality, certainty of outcome, representation of all regions, emphasis on swing states, balance of power among states, and avoidance of run-off elections make it a valuable and effective system. I encourage you to consider these points when evaluating any potential changes to the electoral process.

Thank you for taking the time to consider my perspective. I trust that you will carefully weigh the arguments presented and make an informed decision that best serves the interests of our nation and its citizens.

Sincerely,

[Your Name]",1,741
