text,label
"Have you evr wanted to help take care of animals on a boat, or even go see places that you have never seen before? Well then, you should come join the Seagoing Cowboys program. Thia will allow you take care of animals travel to different places, and trust me I have been on there it is very fun. If you are not persuaded enough let me give you 4 reasons why you should join.

The UNRRA ( United Nations Relief and Rehabilitation Administration) hired ¨Seagoing Cowboys¨ to take care of the horses, young cows, and mules that were shipped over seas. Now imagine that, while the animals were over seas the probably got hurt. Wouldn´t you want to help them I know I would. There were night watchmen, his job was to check on all the animals every hour. That sound like alot of work but it´s not.

Here is another reason, besides helping people, I had the side benefit of seeing Europe and China. I bet you haven´t seen Europe or China. Wouldn´t you like to see there lifestyle there clothes and all the other stuff they have. Probably learn a new language. But seeing the Acropolis in Greece was special. It really was special all of ther colors were beautiful.

My last reason is, after we unloaded the animals we had alot of fun. We played baseball and volleyball games in the empty holds where animals had been housed. Table-tennis tournaments, fencing, boxing, reading, whittling, and games also helped pass the time. Now that is fun, all the time you were takig the animals back you had to keep an eye on them, but when they were unloaded you would have alot of fun.

But being a Seagoing Cowboy was much more than an adventure for me. It opened up the world to me. I´m grateful for the opportunity, it mad me aware of people of other countries and their needs. This is why I think you should come and join Seagoing Cowboy program, trust me you will have fun.",0
"Dear Senator,

I would like to argue that we should change to doing the election by popular votes not by the Electoral College. It is unfair to but the pressure of picking the right candidate on the Electoral College. We should just let it be by popular votes because it wold not be that hard to find out which states had the most popular candidate. It would be harder to let the Electoral College pick the candidates.

For starters some people might want to know what to Electoral College is and they might want to send you a letter about it and what would you say? Something along the lines like they are the ones who pick the votes for the candidates? This is what I got out of

Source 1: What Is the Electoral College?

"" The Electoral College is a process, not a place."" Some people might not understand that. It also states that it consists of selections of all the electors, it is also a meeting place for the electors to vote for the President and the Vice President, and it also used for counting of the electoral votes made by the Congress. At the Electoral College also consists of 538 electors and the majority of 270 electoral votes are required to elect the President. Every candidate that is running for President in your state has their own group of electors. They are usally generally chosen the candidaate's party.

In

Source 2: The Indefensible Electoral College: Why even the best- laid defenses of the system are wrong.

They want to abolish the College becaus eit is unfair to the people that want to vote for their own candidate's and not have some college do it for them. In that source it states this ""They're not alone; according to a Gallup poll in 2000, taken shortly after Al Gore- thanks to the quirks of the Electoral College..."" This is what is wrong with the College ""Under the electoral college system, voters vote not for the president, but for a slate of electors, who in turn elect the president.""

Yes, I know that there are people that think that it is ok for the Electoral College to do all the voting. To me I like it if you all would let it be the popular vote not by some college. Yes, I know that sometime it might do easier to use the college and that is ok, but I would like it if it was all about the popular votes.

To end my letter I just wish that you all in the office to thank about what I just said. Also I like to argue that you should abolish the Electoral College. I just wish you all will think about everything i just said and typed to you all.

Yours Truely,

PROPER_NAME",0
"The Facial Action Coding System is a type of technology that can help alot of things that go wrong and it can also be bad.

This kind of technology can be and cannot be as valuable to read he students emotions because the students will have different emotions each time you read their emotions. So this technology can be valuaable because when you can read the students emotions like if there is something that is bothering them and they dont say anything, this technology can help the staff and teachers know what is going on. and it could be bad because the student who's emotions you are reading is maybe not comfortable with you reading their emotions, so you can get in trouble. So in conclusion this i am nuteral to this type of technology because i believe that it can be good or bad. No t just one or the other.",0
"In ""The Challenge of Exploring Venus,"" the author suggests that studying Venus is a worthy pursuit despite the possible dangers it may present. Traveling to new places of our world is something that can help better our overall konwledge of things and expand our thoughts. The most intriguing and beneficial tasks usually have the most downsides to them but that doesn't mean we should simply walk away from them. Even though visiting and touching down on planet Venus produces many dangers, it can still expand our imagination and innovation, complete something that has never been done before, and find better ways to travel there safely.

Touching down on the planet Venus will most likely have several deadly dangers to it. ""On the planet's surface, temperature averages over 800 degrees fahrenheit."" That is notable to be over the limit of what a body can withstand even with the astronaut suit on. ""Venusian geology and weather present additional impediments like erupting volcanoes, powerful earthquakes and frequent lightning strikes."" These conditions aren't like any type of bad weather that we have here on Earth because they can much more easily take the life of people. Visiting the unusual planet of Venus does have many downsides within it, but that doesn't mean we should automatically stop trying to come up with ideas and conclusions and how to get there safely.

Our travels within Earth and beyond it should not be stopped just because of a few flaws. Visiting various new places can only help expand both our imagination and innovation. ""human curiosity will likely lead us into many equally intimidating endeavors."" Us as humans should learn that we must take risks every once in awhile if we want to expand our knowledge on various important things. ""Numerous factors contribute to Venus's reputation as a challenging planet for humans to study, dspite it's proximity to us."" This reasoning should make us want to strive for more factual evidence on Venus and pursue our understandings. Learning more about the planet could possibly help make new advancements that would increase our overall knowledge.

Sending a spaceship to Venus with living astronauts inside of it is something that has never been done before. Astronauts should want to make a change to that record because it is good to participate in something that's new every once in awhile. ""Each previous mission was unmanned, and for good reason, since no spacecraft survived the landing for more than a few hours."" It is scary to think about all of the possible threats this task has to offer since it is known that ""not a single spaceship has touched down on Venus in more than three decades"" but you also have to think about all of the good things that taking part in this mission may bring. It is okay for people to take risks and step out of their comfort zones because doing this will help our society strive as a whole.

Learning more about Venus in general and the flaws it has will continue to better our information and help us create things that will get us on to the planet safely. ""NASA's possible solution to the hostile conditions on the surface of the Venus would allow scientist to float above the fray."" This idea of blimp-like travel will allow there to be a safe environment for the ones exploring because it would keep them up and away from the unsafe ground conditions. Another approach that NASA has already made is ""simplified electronics made of silicon carbide have been tested in a chamber simulating the chaos of Venus's surface and have lasted for three weeks in such conditions."" This idea would possibly only be beneficial for a short period of time but it will still allow us to view a newer part of our world. Once NASA and other teams start to gather up more information from the many trips they take, then it will be much easier to find a safer route to Venus.

Despite all of the dangers that are presented by traveling to Venus, our world would be more advanced in our understandings of some of our neighboring planets. Going to new places and taking risks in our lives can potentially do great things for us like improve our techonological advancements, help us come up with better conclusions and all together just make record history. It's not a bad thing to do something different for a change because you never know what incredible possibilities it may lead to.",0
"cars, they wernt invented in the old days. who needs them, not me. screw cars. Ill tell u what u need to know about life and transportation. We can limit car use if u just use this information and use it in your life.

paris has so much smog. Ew!!! No one likes that so lets limit car use. paris has 147 micrograms of matter in cubic meter measurement. Dang taxes! I hate soccer moms, my mom is one so i cant hate them too much. All they do is drive everywhere and use up all the resources so there kid can strike out in little leauge! Now i will tell you how to fix this problem.

if some of the stupid soccer moms driving around there rolling egg (mini van) the car use would be cut in half. Then you might say then what is my little kid going to do. You can read a biycle places just like it said in line 24 of ""car-free day spinning into a big hit bogota. Now ill tell you what kind of bike and what your gonna do with it and your gonna love it!

A bmx bike is what im talking about. you can transportate it to the skatepark to ride the ramps. Its really fun and i love it. Those gas using Mini vans would be off the streets and bmx bikes can take over. Think about our earth for once please.

well to conclude things up car use is oversused highly. It is mainly the soccer moms fault. To fix all the problems in the world everyone needs to get a bmx bike and go ride some dirt jumps and this world would be a happier place!!!",0
"There are many factors that makes Venus a very challenging planet for humans to study. Although Venus is the closest planet to Earth, there are many risks that have made it a very challenging place to examine more closely. Venus is the second planet from the sun which makes it very hard to achieve missions. All of the previous missions were unmanned because no spacecraft survived the landing for more than a few hours. In the article ""The Challenging of Exploring Venus,"" the author supports his claim that studying Venus is a worthy pursuit despite the dangers it presents by telling the reader about Venus's thick atmosphere, NASA's possible solution to Venus's hostile conditions, and all of the forms of light that it cannot penetrate.

Studying Venus is a worthy pursuit despite a challenge it presents, like Venus's thick atmostphere. The planet's surface and the atmospheric pressure is much more greater than what people experience on Earth. The temperature is so much greater that it would crush a submarne. Paragraph 3 states, ""Also notable, Venus has the hottest surface temperature of any planet in our solar system, even though Mercury is closer to our sun."" There are too many risks from this planet being the hottest planet in the solar system, for people to explore it. It wouldn't be safe for people to experience this incredibly hot planet.

Another challenge that studying Venus brings to the reader, is NASA's possible solution to the hostile conditions on the surface of Venus. Vehicles would be hovering miles above the landscape to avoid the ground conditions by staying up and out of the way. Paragraph 5 states, ""At thirty-plus miles above the surface, temperatures would still be toasty at around 170 degrees Fahrenheit, but the air pressure would be close to that of sea level on Earth."" It could be very dangerous with people many miles above the surface, along with the termpature very high. Although it's survivable for humans, it's still very dangerous.

Another challenge that studying Venus brings to the reader is all of the forms of light that it cannot penetrate. Since the light isn't penetrating the dense atmosphere, rendering standard forms of photography and videography effectively, people only receive limited insite on ground conditions on Venus. People have to look at Venus from a ship orbiting or hovering safely far above the planet to even get a little bit of insight. Paragraph 6 says, ""Therefore, scientists seeking to conduct a thorough mission to understand Venus would need to get up close and personal despite the risks."" Since researchers can't take samples of things like gas, or rocks from a distance, they are working on innovations that would allow their machines to last long enought to help with their knowledge of Venus.

Studying Venus has many challenges to go along with it. Although studying this planet is a worthy pursuit, some dangers were presented by telling the reader about Venus's thick atmosphere, NASA's possible solution to Venus's hostile conditions, and all of the forms of light that it cannot penetrate. Venus has the hottest surface temperature of any planet in our solar system which makes it hard for people to explore it if the pressure is so high. Vehicles hover miles above the landscape to avoid the ground conditions by staying up and out of the way. Since it's so hard to get close the Venus because of its risks, people have to look at Venus from a ship orbiting or hovering safely far above the planet to even get a little bit of insight. Although there are many dangers that come with exploring Venus, people get so much out of the result if researchers get to exploring what they needed to, to inform the rest of the people.",0
"Dear, senator I hereby to inform you that I'm in favor of changing the election by popular vote for the president of the United Staes, the kind we have now. For many reasons we believe the Electoral College should be abolish due to the process of electing the next president. During the Electoral College voters tend to vote but, not vote for the president, but for a slate of electors, who turn to elect the president. We believe that over 60 percent of voters would prefer an election the kind we have now, as I said before. As you know the Electoral College consist of 538 electors, making it a majority of 270 electoral votes to elect the President. Californa, making it the state with the most electoral votes, is a state that could rise a candidates votes, and is considered by the following candidates that California could be an enormous help for the candidate. Many voters have many questions regarless to the Electoral Vote, for example; can voters control whom, their electors vote for? Nor who picks the electors in the 1st place?, These are a few questions that many voters have. I believe we should forment and focous more on the popular vote of those who are qualified citizens. The biggest disaster with the electoral college was when the 2000 fiasco was the biggest election crisis in a century, therefore making state legislatures responsible for picking electors. During an electoral college vote, if the electoral vote ends in a tie, the election would be held in the House of Reprsentatives, whereas state delegations would vote on the president. Candidates don't get to spend time in the states they know, having a chance of not winning. As a result of that, in the 2000 campaign, approximately seventeen states didn't have the oppurtunity to see the candidates. On the other hand the electoral college avoids the problem of elections. Therefore i considerate the electoral collge vote unfair to voters.",0
"Control your life or let it control you. Since technology has improved significantly since the past decades, In the article ""Driveless Cars Are Coming"" humans are able to create vehicles that drive themselves. They have their pros and cons but the cons out-shape the pros. Driveless cars are lethal, illegal, and time consuming to manufacture.

The first reason on why driveless cars are lethal is that they are not tested fully and can injure the driver very severely if not handled right. This is evident in paragraph 9 where the author states, ""manufacturers believe that more states will follow as soon as the cars are proved more reliably safe."" This is a perfect example of how the driveless cars are still unstable and should be tested. Overall, companies still need to improve on some aspects on the driveless car to have it be a safe to use.

The second reason is that the utilization of driveless cars on testing is illegal. Evidence to support this claim is that the author states in paragraph 9, ""As a result, in most states it is illegal even to test computer-driven cars."" This makes the invention difficult to find it's short comings and hard to sell. More evidence is found that alot of people can get in trouble due to this technology failing, which is found in paragraph nine again, ""If the technology fails and someone is injured, who is at fault-the driver or the manufacturer?"" This can both harm them because of the injury and the company's reputation. Overall, driveless cars are suited to test because of the law.

Finally, the last reasoning on while driveless cars are suited for the market is because of time. It takes a long time to produce; this is stated by the author in paragraph 5, ""Within 10 years, those sensors had become more advanced to detect and respond to the danger of out-of-control skids or rollovers."" It takes the company TEN YEARS to only create one component of the device. Overall, driveless cars take a long time to produce.

Driveless cars can be conducive and negative to the consumer but the draw backs out match the pros with its dangerous to control, legalization, and time consuming process to manufacture. The technology is not ready yet for this device to hit shelves in markets and is best to wait when there is more money involved for this project.",0
"limiting car usage is an advantage for many reasons, for example, the pollution will become less of a problem, people will be less tense, and we will be devoid of traffic jams, which means less car accidents. To me cars are just something to get you to point A to B, but now that I have read these articles I realize that cars are alot worse for the environment then i thought, and that i should try using of ways of transportation.

In the passage it states ""After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city."" The pollution was out of control and for the most part it was because of the huge amount of car usage. The effect of banning car usage was resulting in an amazing outcome, less pollution, which is healthier for the community. The advantage of limiting car usage can effect a whole community and one way is less pollution. Bogota, Colombia had the same idea but they were not banning the car usage they have one day called the carfree day to show that its an advantage not to use cars all the time.

Limiting car usage can even make you less tense, as said in the article,"" ""When I had a car I was always tense. Im much happier this way,""said Heidrum Walter, a media trainerand mother of two, as she walker verdant streets where the swish of bicycles and the chatter of wandering children drown out the occasional distant motor."" Everything is better when car usage is limited it, makes you less tense and less pollution."" "" Its a good opportunity to take away stress and lower air pollution,"" said businessman Carlos Arturo Plaza as he rode a twoseat bicycle with his wife."" When there is less cars on the road there is less possiblity of car accidents or traffic jams.""... leaving the streets of this capital city eerily devoid of traffic jams."" During the one day of no car usage, the streets were left of no traffic jams or accidents. The world is a better place with limited car usage. "" Parks and sports centers also have bloomed throughout the city uneven, pitted sidewalks have been replaced by broad, smooth sidewalks rushhour restrictions have dramatically cut traffic and new restaurants and upscale shopping districts have cropped up."" To conclude, the limited car usage is a great way to reduce the amount of pollution, become less tense , and creat less possibility to have car accidents or road jams. After reading these article I have realized that taking othe transportations like bicycle or on foot could have huge impacts on the environment and my own well being.",0
"Dear Senator:

Over the years, people have been disputing over the Electoral College. Some people want it abolished while others want it to stay. The Electoral College is not working and and it needs to be abolished. For many reasons, the Electoral College has not worked. It is unfair to the voters, it causes voters to not vote, and it is unfair to the candidates.

The Electoral College is unfair to the voters. According to source 2, :""Voters vote not for the president, but for a slate of electors, who in turn elect the president."" The whole point of voting is so that you, along with many people, can decide who will be the next president! Voting for people to elect a president is just not right. It causes voters to not vote because they know that their vote really won't matter. Source 2 also states that candidates don't spend time in small states, ""focusing only on the tight races in the 'swing' states."" That is causing smaller states like Rhode Island and South Carolina to have less knowledge on the candidates. If I didn't know too much about a candidate, I wouldn't vote at all! Even though people in those states did vote, they might not have known a lot about the candidates and voted for the wrong person.

The people running for office want to win. Source 3 says that someone could have a higher popular vote but lose the election. Is that fair to the candidate? Winning the popular vote but losing the election? No, it isn't. Winning the popular vote means that more people want you in office. If the majority of America wants a certain person to be the president of their country, that means that the winner of the election would be the majority vote. The Electoral College denys that basic right of Americans by not letting them choose their president. That alone is unfair to the candidates and to the voters.

Now you might be saying that the Electoral College has worked for a very long time and shouldn't be changed. Although the Electoral College has been working for a long time, that is the only thing that America has tried. If America used the popular vote, it could've changed elections. The Electoral College hasn't been working because it is causing more and more voters to stop voting and it is making it where only the majority vote doesn't matter. Citizens of America should have the right to chose the president by majority vote.

In conclusion, the Electoral College is unfair to the voters, it causes voters to not vote, and it is unfair to the candidates. As an American citizen, you have the right to vote. The Electoral College is taking that away and it needs to be stopped.

Sincerely,

PROPER_NAME",0
"There are many reasons to participate in the Seagoing Cowboys program. You will have many adventures if you join. Will delivering food, supplies, animals, and more you can go sightseeing. You get to explore the vast oceans. These reasons will make this job woth it.

When your Seagoing Cowboy you can have many adventures. It can be on land or sea. You can have an adventure different countries with your free time when your finished your delivery with time to spare. The boat you travel on can even hold the beginning of an adventure.

Every country you will go to will most likely have exotic sights. Sightseeing is something that can make you glad you toke up the job. The things you could see are things that you probably won't see at home. These sights can also teach you something about the country

Exploration is usually the best part about this job. Exploring countries, towns, and cities is something you definetly should do on this job. You can even explore the ship. While exploring you can bring a friend to experience it with you.

I hope these reasons are good enough to make you join. Some people don't want to commit to the hard work envolved. You're not being forced to join. It's your decision. There is work envovled, but at the end of the day it's all worth it.",0
